P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,timestamp_milliseconds
"(0, 11)","(8, 31)","(-7, 34)","(-40.0, 0.0)","(-80, 12)","(-23, -87)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-97, -253)","(-97, -264)",12586
"(0, 12)","(8, 32)","(-7, 35)","(-40.0, 0.0)","(-80, 13)","(-23, -86)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-97, -252)","(-97, -264)",12621
"(0, 13)","(8, 33)","(-7, 36)","(-40.0, 0.0)","(-80, 14)","(-23, -85)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-97, -251)","(-97, -264)",12655
"(0, 14)","(8, 34)","(-7, 37)","(-40.0, 0.0)","(-80, 15)","(-23, -84)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-97, -250)","(-97, -264)",12690
"(0, 15)","(8, 35)","(-7, 38)","(-40.0, 0.0)","(-80, 16)","(-23, -83)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-97, -249)","(-97, -264)",12724
"(0, 16)","(8, 36)","(-7, 39)","(-40.0, 0.0)","(-80, 17)","(-23, -82)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-97, -248)","(-97, -264)",12759
"(0, 17)","(8, 37)","(-40.0, 0.0)","(-7, 40)","(-80, 18)","(-23, -81)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-97, -247)","(-97, -264)",12793
"(0, 18)","(8, 38)","(-40.0, 0.0)","(-7, 41)","(-80, 19)","(-23, -80)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-97, -246)","(-97, -264)",12828
"(0, 19)","(8, 39)","(-40.0, 0.0)","(-7, 42)","(-23, -79)","(-80, 20)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-97, -245)","(-97, -264)",12862
"(0, 20)","(-40.0, 0.0)","(8, 40)","(-7, 43)","(-23, -78)","(-80, 21)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-97, -244)","(-97, -264)",12897
"(0, 21)","(-40.0, 0.0)","(8, 41)","(-7, 44)","(-23, -77)","(-80, 22)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-97, -243)","(-97, -264)",12931
"(0, 22)","(-40.0, 0.0)","(8, 42)","(-7, 45)","(-23, -76)","(-80, 23)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-97, -242)","(-97, -264)",12966
"(0, 23)","(-40.0, 0.0)","(8, 43)","(-7, 46)","(-23, -75)","(-80, 24)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-97, -241)","(-97, -264)",13000
"(-1, 23)","(-41.0, 0.0)","(7, 43)","(-8, 46)","(-24, -75)","(-81, 24)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-98, -241)","(-97, -264)",13037
"(-2, 23)","(-42.0, 0.0)","(6, 43)","(-9, 46)","(-25, -75)","(-82, 24)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-99, -241)","(-97, -264)",13074
"(-3, 23)","(-43.0, 0.0)","(5, 43)","(-10, 46)","(-26, -75)","(-83, 24)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-100, -241)","(-97, -264)",13111
"(-4, 23)","(4, 43)","(-44.0, 0.0)","(-11, 46)","(-27, -75)","(-84, 24)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-101, -241)","(-97, -264)",13148
"(-5, 23)","(3, 43)","(-45.0, 0.0)","(-12, 46)","(-28, -75)","(-85, 24)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-102, -241)","(-97, -264)",13185
"(-6, 23)","(2, 43)","(-46.0, 0.0)","(-13, 46)","(-29, -75)","(-86, 24)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-103, -241)","(-97, -264)",13222
"(-7, 23)","(1, 43)","(-47.0, 0.0)","(-14, 46)","(-30, -75)","(-87, 24)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-104, -241)","(-97, -264)",13259
"(-8, 23)","(0, 43)","(-48.0, 0.0)","(-15, 46)","(-31, -75)","(-88, 24)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-105, -241)","(-97, -264)",13296
"(-9, 23)","(0.0, 43.0)","(-16, 46)","(-49.0, 0.0)","(-32, -75)","(-89, 24)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -241)","(-97, -264)",13333
"(-9, 24)","(0.0, 44.0)","(-49.0, 0.0)","(-16, 47)","(-32, -74)","(-89, 25)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -240)","(-97, -264)",13370
"(-9, 25)","(0.0, 45.0)","(-49.0, 0.0)","(-16, 48)","(-32, -73)","(-89, 26)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -239)","(-97, -264)",13407
"(-9, 26)","(0.0, 46.0)","(-49.0, 0.0)","(-16, 49)","(-32, -72)","(-89, 27)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -238)","(-97, -264)",13593
"(-9, 27)","(0.0, 47.0)","(-49.0, 0.0)","(-16, 50)","(-32, -71)","(-89, 28)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -237)","(-97, -264)",13630
"(-9, 28)","(0.0, 48.0)","(-49.0, 0.0)","(-16, 51)","(-32, -70)","(-89, 29)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -236)","(-97, -264)",13667
"(-9, 29)","(-49.0, 0.0)","(0.0, 49.0)","(-16, 52)","(-32, -69)","(-89, 30)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -235)","(-97, -264)",13704
"(-9, 30)","(-49, 0)","(0.0, 50.0)","(-16, 53)","(-32, -68)","(-89, 31)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -234)","(-97, -264)",13741
"(-9, 31)","(-49, 1)","(0.0, 51.0)","(-16, 54)","(-32, -67)","(-89, 32)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -233)","(-97, -264)",13778
"(-9, 32)","(-49, 2)","(0.0, 52.0)","(-16, 55)","(-32, -66)","(-89, 33)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -232)","(-97, -264)",13815
"(-9, 33)","(-49, 3)","(0.0, 53.0)","(-16, 56)","(-32, -65)","(-89, 34)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -231)","(-97, -264)",13852
"(-9, 34)","(-49, 4)","(0.0, 54.0)","(-16, 57)","(-32, -64)","(-89, 35)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -230)","(-97, -264)",13889
"(-9, 35)","(-49, 5)","(0.0, 55.0)","(-16, 58)","(-32, -63)","(-89, 36)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -229)","(-97, -264)",13926
"(-9, 36)","(-49, 6)","(0.0, 56.0)","(-16, 59)","(-32, -62)","(-89, 37)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -228)","(-97, -264)",13963
"(-9, 37)","(-49, 7)","(0.0, 57.0)","(-16, 60)","(-32, -61)","(-89, 38)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -227)","(-97, -264)",14000
"(-9, 38)","(-49, 8)","(0.0, 58.0)","(-16, 61)","(-32, -60)","(-89, 39)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -226)","(-97, -264)",14036
"(-9, 39)","(-49, 9)","(0.0, 59.0)","(-16, 62)","(-32, -59)","(-89, 40)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -225)","(-97, -264)",14071
"(-9, 40)","(-49, 10)","(0.0, 60.0)","(-16, 63)","(-32, -58)","(-89, 41)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -224)","(-97, -264)",14107
"(-9, 41)","(-49, 11)","(0.0, 61.0)","(-32, -57)","(-16, 64)","(-89, 42)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -223)","(-97, -264)",14143
"(-9, 42)","(-49, 12)","(0.0, 62.0)","(-32, -56)","(-16, 65)","(-89, 43)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -222)","(-97, -264)",14179
"(-9, 43)","(-49, 13)","(0.0, 63.0)","(-32, -55)","(-16, 66)","(-89, 44)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -221)","(-97, -264)",14214
"(-9, 44)","(-49, 14)","(-32, -54)","(0.0, 64.0)","(-16, 67)","(-89, 45)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -220)","(-97, -264)",14250
"(-9, 45)","(-49, 15)","(-32, -53)","(0.0, 65.0)","(-16, 68)","(-89, 46)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -219)","(-97, -264)",14286
"(-9, 46)","(-49, 16)","(-32, -52)","(0.0, 66.0)","(-16, 69)","(-89, 47)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -218)","(-97, -264)",14321
"(-9, 47)","(-49, 17)","(-32, -51)","(0.0, 67.0)","(-16, 70)","(-89, 48)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -217)","(-97, -264)",14357
"(-9, 48)","(-49, 18)","(-32, -50)","(0.0, 68.0)","(-16, 71)","(-89, 49)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -216)","(-97, -264)",14393
"(-9, 49)","(-49, 19)","(-32, -49)","(0.0, 69.0)","(-16, 72)","(-89, 50)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -215)","(-97, -264)",14429
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14464
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14500
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14536
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14571
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14607
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14643
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14679
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14714
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14750
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14786
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14821
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14857
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14893
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14929
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",14964
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15000
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15036
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15071
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15107
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15143
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15179
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15214
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15250
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15286
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15321
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15357
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15393
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15429
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15464
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15500
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15536
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15571
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15607
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15643
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15679
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15714
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15750
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15786
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15821
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15857
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15893
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15929
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",15964
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",16000
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",16036
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",16071
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",16107
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",16143
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",16179
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",16214
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",16250
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",16286
"(-9, 50)","(-49, 20)","(-32, -48)","(0.0, 70.0)","(-16, 73)","(-89, 51)","(8, 20)","(-7, 23)","(-40.0, 0.0)","(-80, 1)","(-23, -98)","(-106, -214)","(-97, -264)",16321
"(-9, 50)","(-49, 21)","(-32, -47)","(0.0, 71.0)","(-16, 74)","(-89, 52)","(8, 21)","(-7, 24)","(-40.0, 0.0)","(-80, 2)","(-23, -97)","(-106, -213)","(-97, -263)",16357
"(-9, 50)","(-49, 22)","(-32, -46)","(0.0, 72.0)","(-16, 75)","(-89, 53)","(8, 22)","(-7, 25)","(-40.0, 0.0)","(-80, 3)","(-23, -96)","(-106, -212)","(-97, -262)",16393
"(-9, 50)","(-49, 23)","(-32, -45)","(0.0, 73.0)","(-16, 76)","(-89, 54)","(8, 23)","(-7, 26)","(-40.0, 0.0)","(-80, 4)","(-23, -95)","(-106, -211)","(-97, -261)",16429
"(-9, 50)","(-32, -44)","(-49, 24)","(0.0, 74.0)","(-16, 77)","(-89, 55)","(8, 24)","(-7, 27)","(-40.0, 0.0)","(-80, 5)","(-23, -94)","(-106, -210)","(-97, -260)",16464
"(-9, 50)","(-32, -43)","(-49, 25)","(0.0, 75.0)","(-16, 78)","(-89, 56)","(8, 25)","(-7, 28)","(-40.0, 0.0)","(-80, 6)","(-23, -93)","(-106, -209)","(-97, -259)",16500
"(-9, 50)","(-32, -42)","(-49, 26)","(0.0, 76.0)","(-16, 79)","(-89, 57)","(8, 26)","(-7, 29)","(-40.0, 0.0)","(-80, 7)","(-23, -92)","(-106, -208)","(-97, -258)",16536
"(-9, 50)","(-32, -41)","(-49, 27)","(0.0, 77.0)","(-16, 80)","(-89, 58)","(8, 27)","(-7, 30)","(-40.0, 0.0)","(-80, 8)","(-23, -91)","(-106, -207)","(-97, -257)",16571
"(-9, 50)","(-32, -40)","(-49, 28)","(0.0, 78.0)","(-16, 81)","(-89, 59)","(8, 28)","(-7, 31)","(-40.0, 0.0)","(-80, 9)","(-23, -90)","(-106, -206)","(-97, -256)",16607
