P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(-11, 0)","(0.0, 9.0)","(-38.0, 0.0)","(0.0, -39.0)","(-39.0, 0.0)","(5, -104)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(9, -410)","(20, -410)",0,4,200,7500
"(-12, 0)","(0.0, 9.0)","(0.0, -39.0)","(-39.0, 0.0)","(-40.0, 0.0)","(4, -104)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(8, -410)","(20, -410)",0,4,200,7536
"(-13, 0)","(0.0, 9.0)","(0.0, -39.0)","(-40.0, 0.0)","(-41.0, 0.0)","(3, -104)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(7, -410)","(20, -410)",0,4,200,7571
"(-14, 0)","(0.0, 9.0)","(0.0, -39.0)","(-41.0, 0.0)","(-42.0, 0.0)","(2, -104)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(6, -410)","(20, -410)",0,4,200,7607
"(-15, 0)","(0.0, 9.0)","(0.0, -39.0)","(-42.0, 0.0)","(-43.0, 0.0)","(1, -104)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(5, -410)","(20, -410)",0,4,200,7643
"(-16, 0)","(0.0, 9.0)","(0.0, -39.0)","(-43.0, 0.0)","(-44.0, 0.0)","(0, -104)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(4, -410)","(20, -410)",0,4,200,7679
"(-17, 0)","(0.0, 9.0)","(0.0, -39.0)","(-44.0, 0.0)","(-45.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(3, -410)","(20, -410)",0,4,200,7714
"(-18, 0)","(0.0, 9.0)","(0.0, -39.0)","(-45.0, 0.0)","(-46.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(2, -410)","(20, -410)",0,4,200,7750
"(-19, 0)","(0.0, 9.0)","(0.0, -39.0)","(-46.0, 0.0)","(-47.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(1, -410)","(20, -410)",0,4,200,7786
"(-20, 0)","(0.0, 9.0)","(0.0, -39.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(0, -410)","(20, -410)",0,4,200,7821
"(-21, 0)","(0.0, 9.0)","(0.0, -39.0)","(-48.0, 0.0)","(-49.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-1, -410)","(20, -410)",0,4,200,7857
"(-22, 0)","(0.0, 9.0)","(0.0, -39.0)","(-49.0, 0.0)","(-50.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-2, -410)","(20, -410)",0,4,200,7893
"(-23, 0)","(0.0, 9.0)","(0.0, -39.0)","(-50.0, 0.0)","(-51.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-3, -410)","(20, -410)",0,4,200,7929
"(-24, 0)","(0.0, 9.0)","(0.0, -39.0)","(-51.0, 0.0)","(-52.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-4, -410)","(20, -410)",0,4,200,7964
"(-25, 0)","(0.0, 9.0)","(0.0, -39.0)","(-52.0, 0.0)","(-53.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-5, -410)","(20, -410)",0,4,200,8000
"(-26, 0)","(0.0, 9.0)","(0.0, -39.0)","(-53.0, 0.0)","(-54.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-6, -410)","(20, -410)",0,4,200,8036
"(-27, 0)","(0.0, 9.0)","(0.0, -39.0)","(-54.0, 0.0)","(-55.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-7, -410)","(20, -410)",0,4,200,8071
"(-28, 0)","(0.0, 9.0)","(0.0, -39.0)","(-55.0, 0.0)","(-56.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-8, -410)","(20, -410)",0,4,200,8107
"(-29, 0)","(0.0, 9.0)","(0.0, -39.0)","(-56.0, 0.0)","(-57.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-9, -410)","(20, -410)",0,4,200,8143
"(-30, 0)","(0.0, 9.0)","(0.0, -39.0)","(-57.0, 0.0)","(-58.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-10, -410)","(20, -410)",0,4,200,8179
"(-31, 0)","(0.0, 9.0)","(0, -39)","(-58.0, 0.0)","(-59.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-11, -410)","(20, -410)",0,4,200,8214
"(-32, 0)","(0.0, 9.0)","(-1, -39)","(-59.0, 0.0)","(-60.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-12, -410)","(20, -410)",0,4,200,8250
"(-33, 0)","(0.0, 9.0)","(-2, -39)","(-60.0, 0.0)","(-61.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-13, -410)","(20, -410)",0,4,200,8286
"(-34, 0)","(0.0, 9.0)","(-3, -39)","(-61.0, 0.0)","(-62.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-14, -410)","(20, -410)",0,4,200,8321
"(-35, 0)","(0.0, 9.0)","(-4, -39)","(-62.0, 0.0)","(-63.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-15, -410)","(20, -410)",0,4,200,8357
"(-36, 0)","(0.0, 9.0)","(-5, -39)","(-63.0, 0.0)","(-64.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-16, -410)","(20, -410)",0,4,200,8393
"(-37, 0)","(0.0, 9.0)","(-6, -39)","(-64.0, 0.0)","(-65.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-17, -410)","(20, -410)",0,4,200,8429
"(-38, 0)","(0.0, 9.0)","(-7, -39)","(-65.0, 0.0)","(-66.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-18, -410)","(20, -410)",0,4,200,8464
"(-39, 0)","(0.0, 9.0)","(-8, -39)","(-66.0, 0.0)","(-67.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-19, -410)","(20, -410)",0,4,200,8500
"(-40, 0)","(0.0, 9.0)","(-9, -39)","(-67.0, 0.0)","(-68.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-20, -410)","(20, -410)",0,4,200,8536
"(-41, 0)","(0.0, 9.0)","(-10, -39)","(-68.0, 0.0)","(-69.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-21, -410)","(20, -410)",0,4,200,8571
"(-42, 0)","(0.0, 9.0)","(-11, -39)","(-69.0, 0.0)","(-70.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-22, -410)","(20, -410)",0,4,200,8607
"(-43, 0)","(0.0, 9.0)","(-12, -39)","(-70.0, 0.0)","(-71.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-23, -410)","(20, -410)",0,4,200,8643
"(-44, 0)","(0.0, 9.0)","(-13, -39)","(-71.0, 0.0)","(-72.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-24, -410)","(20, -410)",0,4,200,8679
"(-45, 0)","(0.0, 9.0)","(-14, -39)","(-72.0, 0.0)","(-73.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-25, -410)","(20, -410)",0,4,200,8714
"(-46, 0)","(0.0, 9.0)","(-15, -39)","(-73.0, 0.0)","(-74.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-26, -410)","(20, -410)",0,4,200,8750
"(-47, 0)","(0, 9)","(-16, -39)","(-74.0, 0.0)","(-75.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-27, -410)","(20, -410)",0,4,200,8786
"(-48, 0)","(-1, 9)","(-17, -39)","(-75.0, 0.0)","(-76.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-28, -410)","(20, -410)",0,4,200,8821
"(-49, 0)","(-2, 9)","(-18, -39)","(-76.0, 0.0)","(-77.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-29, -410)","(20, -410)",0,4,200,8857
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,8893
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,8929
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,8964
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9000
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9036
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9071
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9107
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9143
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9179
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9214
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9250
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9286
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9321
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9357
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9393
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9429
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9464
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9500
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9536
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9571
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9607
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9643
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9679
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9714
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9750
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9786
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9821
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9857
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9893
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9929
"(-50, 0)","(-3, 9)","(-19, -39)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -104.0)","(0.0, 9.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -39.0)","(-105.0, 0.0)","(-30, -410)","(20, -410)",0,4,200,9964
"(-50, 0)","(-3, 10)","(-19, -38)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -103.0)","(0.0, 10.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -38.0)","(16, -103)","(-30, -409)","(20, -409)",0,3,200,10000
"(-50, 0)","(-3, 11)","(-19, -37)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -102.0)","(0.0, 11.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -37.0)","(16, -102)","(-30, -408)","(20, -408)",0,3,200,10037
"(-50, 0)","(-3, 12)","(-19, -36)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -101.0)","(0.0, 12.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -36.0)","(16, -101)","(-30, -407)","(20, -407)",0,3,200,10074
"(-50, 0)","(-3, 13)","(-19, -35)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -100.0)","(0.0, 13.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -35.0)","(16, -100)","(-30, -406)","(20, -406)",0,3,200,10111
"(-50, 0)","(-3, 14)","(-19, -34)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -99.0)","(0.0, 14.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -34.0)","(16, -99)","(-30, -405)","(20, -405)",0,3,200,10148
"(-50, 0)","(-3, 15)","(-19, -33)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -98.0)","(0.0, 15.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -33.0)","(16, -98)","(-30, -404)","(20, -404)",0,3,200,10185
"(-50, 0)","(-3, 16)","(-19, -32)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -97.0)","(0.0, 16.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -32.0)","(16, -97)","(-30, -403)","(20, -403)",0,3,200,10222
"(-50, 0)","(-3, 17)","(-19, -31)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -96.0)","(0.0, 17.0)","(-27.0, 0.0)","(-28.0, 0.0)","(0.0, -31.0)","(16, -96)","(-30, -402)","(20, -402)",0,3,200,10259
"(-50, 0)","(-3, 18)","(-19, -30)","(-77, 0)","(-78.0, 0.0)","(0.0, -95.0)","(0.0, 18.0)","(-27, 0)","(-28.0, 0.0)","(0.0, -30.0)","(16, -95)","(-30, -401)","(20, -401)",0,3,200,10296
"(-50, 0)","(-3, 18)","(-19, -30)","(-77, 0)","(-78.0, 0.0)","(0.0, -95.0)","(0.0, 18.0)","(-27, 0)","(-28.0, 0.0)","(0.0, -30.0)","(16, -95)","(-30, -401)","(20, -401)",0,4,200,10333
"(-50, 0)","(-3, 18)","(-19, -30)","(-77, 0)","(-78.0, 0.0)","(0.0, -95.0)","(0.0, 18.0)","(-27, 0)","(-28.0, 0.0)","(0.0, -30.0)","(16, -95)","(-30, -401)","(20, -401)",0,4,200,10370
"(-50, 0)","(-3, 18)","(-19, -30)","(-77, 0)","(-78.0, 0.0)","(0.0, -95.0)","(0.0, 18.0)","(-27, 0)","(-28.0, 0.0)","(0.0, -30.0)","(16, -95)","(-30, -401)","(20, -401)",0,4,200,10407
"(-50, 0)","(-4, 18)","(-20, -30)","(-78, 0)","(-79.0, 0.0)","(0.0, -95.0)","(0.0, 18.0)","(-28, 0)","(-29.0, 0.0)","(0.0, -30.0)","(15, -95)","(-31, -401)","(19, -401)",0,0,200,10444
"(-50, 0)","(-5, 18)","(-21, -30)","(-79, 0)","(-80.0, 0.0)","(0.0, -95.0)","(0.0, 18.0)","(-29, 0)","(0.0, -30.0)","(-30.0, 0.0)","(14, -95)","(-32, -401)","(18, -401)",0,0,200,10481
"(-50, 0)","(-6, 18)","(-22, -30)","(-80, 0)","(-81.0, 0.0)","(0.0, -95.0)","(0.0, 18.0)","(0.0, -30.0)","(-30, 0)","(-31.0, 0.0)","(13, -95)","(-33, -401)","(17, -401)",0,0,200,10519
