dataset_game_frame,label
dataset_1_game_00_frame_253,0
dataset_1_game_00_frame_254,0
dataset_1_game_00_frame_255,0
dataset_1_game_00_frame_256,0
dataset_1_game_00_frame_257,0
dataset_1_game_00_frame_258,0
dataset_1_game_00_frame_259,0
dataset_1_game_00_frame_260,0
dataset_1_game_00_frame_261,0
dataset_1_game_00_frame_262,0
dataset_1_game_00_frame_263,0
dataset_1_game_00_frame_264,0
dataset_1_game_00_frame_265,0
dataset_1_game_00_frame_266,0
dataset_1_game_00_frame_267,0
dataset_1_game_00_frame_268,0
dataset_1_game_00_frame_269,0
dataset_1_game_00_frame_270,0
dataset_1_game_00_frame_271,0
dataset_1_game_00_frame_272,0
dataset_1_game_00_frame_273,0
dataset_1_game_00_frame_274,0
dataset_1_game_00_frame_275,0
dataset_1_game_00_frame_276,0
dataset_1_game_00_frame_277,0
dataset_1_game_00_frame_278,0
dataset_1_game_00_frame_279,0
dataset_1_game_00_frame_280,0
dataset_1_game_00_frame_281,0
dataset_1_game_00_frame_282,0
dataset_1_game_00_frame_283,0
dataset_1_game_00_frame_284,0
dataset_1_game_00_frame_285,0
dataset_1_game_00_frame_286,0
dataset_1_game_00_frame_287,0
dataset_1_game_00_frame_288,0
dataset_1_game_00_frame_289,0
dataset_1_game_00_frame_290,0
dataset_1_game_00_frame_291,0
dataset_1_game_00_frame_292,0
dataset_1_game_00_frame_293,0
dataset_1_game_00_frame_294,0
dataset_1_game_00_frame_295,0
dataset_1_game_00_frame_296,0
dataset_1_game_00_frame_297,0
dataset_1_game_00_frame_298,0
dataset_1_game_00_frame_299,0
dataset_1_game_00_frame_300,0
dataset_1_game_00_frame_301,0
dataset_1_game_00_frame_302,0
dataset_1_game_00_frame_303,0
dataset_1_game_00_frame_304,0
dataset_1_game_00_frame_305,0
dataset_1_game_00_frame_306,0
dataset_1_game_00_frame_307,0
dataset_1_game_00_frame_308,0
dataset_1_game_00_frame_309,0
dataset_1_game_00_frame_310,0
dataset_1_game_00_frame_311,0
dataset_1_game_00_frame_312,0
dataset_1_game_00_frame_313,0
dataset_1_game_00_frame_314,0
dataset_1_game_00_frame_315,0
dataset_1_game_00_frame_316,0
dataset_1_game_00_frame_317,0
dataset_1_game_00_frame_318,0
dataset_1_game_00_frame_319,0
dataset_1_game_00_frame_320,0
dataset_1_game_00_frame_321,0
dataset_1_game_00_frame_322,0
dataset_1_game_00_frame_323,0
dataset_1_game_00_frame_324,0
dataset_1_game_00_frame_325,0
dataset_1_game_00_frame_326,0
dataset_1_game_00_frame_327,0
dataset_1_game_00_frame_328,0
dataset_1_game_00_frame_329,0
dataset_1_game_00_frame_330,0
dataset_1_game_00_frame_331,0
dataset_1_game_00_frame_332,0
dataset_1_game_00_frame_333,0
dataset_1_game_00_frame_334,0
dataset_1_game_00_frame_335,0
dataset_1_game_00_frame_336,0
dataset_1_game_00_frame_337,0
dataset_1_game_00_frame_338,0
dataset_1_game_00_frame_339,0
dataset_1_game_00_frame_340,0
dataset_1_game_00_frame_341,0
dataset_1_game_00_frame_342,0
dataset_1_game_00_frame_343,0
dataset_1_game_00_frame_344,0
dataset_1_game_00_frame_345,0
dataset_1_game_00_frame_346,0
dataset_1_game_00_frame_347,0
dataset_1_game_00_frame_348,0
dataset_1_game_00_frame_349,0
dataset_1_game_00_frame_350,0
dataset_1_game_00_frame_351,0
dataset_1_game_00_frame_352,0
dataset_1_game_00_frame_353,0
dataset_1_game_00_frame_354,0
dataset_1_game_00_frame_355,0
dataset_1_game_00_frame_356,0
dataset_1_game_00_frame_357,0
dataset_1_game_00_frame_358,0
dataset_1_game_00_frame_359,0
dataset_1_game_00_frame_360,0
dataset_1_game_00_frame_361,0
dataset_1_game_00_frame_362,0
dataset_1_game_00_frame_363,0
dataset_1_game_00_frame_364,0
dataset_1_game_00_frame_365,0
dataset_1_game_00_frame_366,0
dataset_1_game_00_frame_367,0
dataset_1_game_00_frame_368,0
dataset_1_game_00_frame_369,0
dataset_1_game_00_frame_370,0
dataset_1_game_00_frame_371,0
dataset_1_game_00_frame_372,0
dataset_1_game_00_frame_373,0
dataset_1_game_00_frame_374,0
dataset_1_game_00_frame_375,0
dataset_1_game_00_frame_376,0
dataset_1_game_00_frame_377,0
dataset_1_game_00_frame_378,0
dataset_1_game_00_frame_379,0
dataset_1_game_00_frame_380,0
dataset_1_game_00_frame_381,0
dataset_1_game_00_frame_382,0
dataset_1_game_00_frame_383,0
dataset_1_game_00_frame_384,0
dataset_1_game_00_frame_385,0
dataset_1_game_00_frame_386,0
dataset_1_game_00_frame_387,0
dataset_1_game_00_frame_388,0
dataset_1_game_00_frame_389,0
dataset_1_game_00_frame_390,0
dataset_1_game_00_frame_391,0
dataset_1_game_00_frame_392,0
dataset_1_game_00_frame_393,0
dataset_1_game_00_frame_394,0
dataset_1_game_00_frame_395,0
dataset_1_game_00_frame_396,0
dataset_1_game_00_frame_397,0
dataset_1_game_00_frame_398,0
dataset_1_game_00_frame_399,0
dataset_1_game_00_frame_400,0
dataset_1_game_00_frame_401,0
dataset_1_game_00_frame_402,0
dataset_1_game_00_frame_403,0
dataset_1_game_00_frame_404,0
dataset_1_game_00_frame_405,0
dataset_1_game_00_frame_406,0
dataset_1_game_00_frame_407,0
dataset_1_game_00_frame_408,0
dataset_1_game_00_frame_409,0
dataset_1_game_00_frame_410,0
dataset_1_game_00_frame_411,0
dataset_1_game_00_frame_412,0
dataset_1_game_00_frame_413,0
dataset_1_game_00_frame_414,0
dataset_1_game_00_frame_415,0
dataset_1_game_00_frame_416,0
dataset_1_game_00_frame_417,0
dataset_1_game_00_frame_418,0
dataset_1_game_00_frame_419,0
dataset_1_game_00_frame_420,0
dataset_1_game_00_frame_421,0
dataset_1_game_00_frame_422,0
dataset_1_game_00_frame_423,0
dataset_1_game_00_frame_424,0
dataset_1_game_00_frame_425,0
dataset_1_game_00_frame_426,0
dataset_1_game_00_frame_427,0
dataset_1_game_00_frame_428,0
dataset_1_game_00_frame_429,0
dataset_1_game_00_frame_430,0
dataset_1_game_00_frame_431,0
dataset_1_game_00_frame_432,0
dataset_1_game_00_frame_433,0
dataset_1_game_00_frame_434,0
dataset_1_game_00_frame_435,0
dataset_1_game_00_frame_436,0
dataset_1_game_00_frame_437,0
dataset_1_game_00_frame_438,0
dataset_1_game_00_frame_439,0
dataset_1_game_00_frame_440,0
dataset_1_game_00_frame_441,0
dataset_1_game_00_frame_442,0
dataset_1_game_00_frame_443,0
dataset_1_game_00_frame_444,0
dataset_1_game_00_frame_445,0
dataset_1_game_00_frame_446,0
dataset_1_game_00_frame_447,0
dataset_1_game_00_frame_448,0
dataset_1_game_00_frame_449,0
dataset_1_game_00_frame_450,0
dataset_1_game_00_frame_451,0
dataset_1_game_00_frame_452,0
dataset_1_game_00_frame_453,0
dataset_1_game_00_frame_454,0
dataset_1_game_00_frame_455,0
dataset_1_game_00_frame_456,0
dataset_1_game_00_frame_457,0
dataset_1_game_00_frame_458,0
dataset_1_game_00_frame_459,0
dataset_1_game_00_frame_460,0
dataset_1_game_00_frame_461,0
dataset_1_game_00_frame_462,0
dataset_1_game_00_frame_463,0
dataset_1_game_00_frame_464,0
dataset_1_game_00_frame_465,0
dataset_1_game_00_frame_466,0
dataset_1_game_00_frame_467,0
dataset_1_game_00_frame_468,0
dataset_1_game_00_frame_469,0
dataset_1_game_00_frame_470,0
dataset_1_game_00_frame_471,0
dataset_1_game_00_frame_472,0
dataset_1_game_00_frame_473,0
dataset_1_game_00_frame_474,0
dataset_1_game_00_frame_475,0
dataset_1_game_00_frame_476,0
dataset_1_game_00_frame_477,0
dataset_1_game_00_frame_478,0
dataset_1_game_00_frame_479,0
dataset_1_game_00_frame_480,0
dataset_1_game_00_frame_481,0
dataset_1_game_00_frame_482,0
dataset_1_game_00_frame_483,0
dataset_1_game_00_frame_484,0
dataset_1_game_00_frame_485,0
dataset_1_game_00_frame_486,0
dataset_1_game_00_frame_487,0
dataset_1_game_00_frame_488,0
dataset_1_game_00_frame_489,0
dataset_1_game_00_frame_490,0
dataset_1_game_00_frame_491,0
dataset_1_game_00_frame_492,0
dataset_1_game_00_frame_493,0
dataset_1_game_00_frame_494,0
dataset_1_game_00_frame_495,0
dataset_1_game_00_frame_496,0
dataset_1_game_00_frame_497,0
dataset_1_game_00_frame_498,0
dataset_1_game_00_frame_499,0
dataset_1_game_00_frame_500,0
dataset_1_game_00_frame_501,0
dataset_1_game_00_frame_502,0
dataset_1_game_00_frame_503,0
dataset_1_game_00_frame_504,0
dataset_1_game_00_frame_505,0
dataset_1_game_00_frame_506,0
dataset_1_game_00_frame_507,0
dataset_1_game_00_frame_508,0
dataset_1_game_00_frame_509,0
dataset_1_game_00_frame_510,0
dataset_1_game_00_frame_511,0
dataset_1_game_00_frame_512,0
dataset_1_game_00_frame_513,0
dataset_1_game_00_frame_514,0
dataset_1_game_00_frame_515,0
dataset_1_game_00_frame_516,0
dataset_1_game_00_frame_517,0
dataset_1_game_00_frame_518,0
dataset_1_game_00_frame_519,0
dataset_1_game_00_frame_520,0
dataset_1_game_00_frame_521,0
dataset_1_game_00_frame_522,0
dataset_1_game_00_frame_523,0
dataset_1_game_00_frame_524,0
dataset_1_game_00_frame_525,0
dataset_1_game_00_frame_526,0
dataset_1_game_00_frame_527,0
dataset_1_game_00_frame_528,0
dataset_1_game_00_frame_529,0
dataset_1_game_00_frame_530,0
dataset_1_game_00_frame_531,0
dataset_1_game_00_frame_532,0
dataset_1_game_00_frame_533,0
dataset_1_game_00_frame_534,0
dataset_1_game_00_frame_535,0
dataset_1_game_00_frame_536,0
dataset_1_game_00_frame_537,0
dataset_1_game_00_frame_538,0
dataset_1_game_00_frame_539,0
dataset_1_game_00_frame_540,0
dataset_1_game_00_frame_541,0
dataset_1_game_00_frame_542,0
dataset_1_game_00_frame_543,0
dataset_1_game_00_frame_544,0
dataset_1_game_00_frame_545,0
dataset_1_game_00_frame_546,0
dataset_1_game_00_frame_547,0
dataset_1_game_00_frame_548,0
dataset_1_game_00_frame_549,0
dataset_1_game_00_frame_550,0
dataset_1_game_00_frame_551,0
dataset_1_game_00_frame_552,0
dataset_1_game_00_frame_553,0
dataset_1_game_00_frame_554,0
dataset_1_game_00_frame_555,0
dataset_1_game_00_frame_556,0
dataset_1_game_00_frame_557,0
dataset_1_game_00_frame_558,0
dataset_1_game_00_frame_559,0
dataset_1_game_00_frame_560,0
dataset_1_game_00_frame_561,0
dataset_1_game_00_frame_562,0
dataset_1_game_00_frame_563,0
dataset_1_game_00_frame_564,0
dataset_1_game_00_frame_565,0
dataset_1_game_00_frame_566,0
dataset_1_game_00_frame_567,0
dataset_1_game_00_frame_568,0
dataset_1_game_00_frame_569,0
dataset_1_game_00_frame_570,0
dataset_1_game_00_frame_571,0
dataset_1_game_00_frame_572,0
dataset_1_game_00_frame_573,0
dataset_1_game_00_frame_574,0
dataset_1_game_00_frame_575,0
dataset_1_game_00_frame_576,0
dataset_1_game_00_frame_577,0
dataset_1_game_00_frame_578,0
dataset_1_game_00_frame_579,0
dataset_1_game_00_frame_580,0
dataset_1_game_00_frame_581,0
dataset_1_game_00_frame_582,0
dataset_1_game_00_frame_583,0
dataset_1_game_00_frame_584,0
dataset_1_game_00_frame_585,0
dataset_1_game_00_frame_586,0
dataset_1_game_00_frame_587,0
dataset_1_game_00_frame_588,0
dataset_1_game_00_frame_589,0
dataset_1_game_00_frame_590,0
dataset_1_game_00_frame_591,0
dataset_1_game_00_frame_592,0
dataset_1_game_00_frame_593,0
dataset_1_game_00_frame_594,0
dataset_1_game_00_frame_595,0
dataset_1_game_00_frame_596,0
dataset_1_game_00_frame_597,0
dataset_1_game_00_frame_598,0
dataset_1_game_00_frame_599,0
dataset_1_game_00_frame_600,0
dataset_1_game_00_frame_601,0
dataset_1_game_00_frame_602,0
dataset_1_game_00_frame_603,0
dataset_1_game_00_frame_604,0
dataset_1_game_00_frame_605,0
dataset_1_game_00_frame_606,0
dataset_1_game_00_frame_607,0
dataset_1_game_00_frame_608,0
dataset_1_game_00_frame_609,0
dataset_1_game_00_frame_610,0
dataset_1_game_00_frame_611,0
dataset_1_game_00_frame_612,0
dataset_1_game_00_frame_613,0
dataset_1_game_00_frame_614,0
dataset_1_game_00_frame_615,0
dataset_1_game_00_frame_616,0
dataset_1_game_00_frame_617,0
dataset_1_game_00_frame_618,0
dataset_1_game_00_frame_619,0
dataset_1_game_00_frame_620,0
dataset_1_game_00_frame_621,0
dataset_1_game_00_frame_622,0
dataset_1_game_00_frame_623,0
dataset_1_game_00_frame_624,0
dataset_1_game_00_frame_625,0
dataset_1_game_00_frame_626,0
dataset_1_game_00_frame_627,0
dataset_1_game_00_frame_628,0
dataset_1_game_00_frame_629,0
dataset_1_game_00_frame_630,0
dataset_1_game_00_frame_631,0
dataset_1_game_00_frame_632,0
dataset_1_game_00_frame_633,0
dataset_1_game_00_frame_634,0
dataset_1_game_00_frame_635,0
dataset_1_game_00_frame_636,0
dataset_1_game_00_frame_637,0
dataset_1_game_00_frame_638,0
dataset_1_game_00_frame_639,0
dataset_1_game_00_frame_640,0
dataset_1_game_00_frame_641,0
dataset_1_game_00_frame_642,0
dataset_1_game_00_frame_643,0
dataset_1_game_00_frame_644,0
dataset_1_game_00_frame_645,0
dataset_1_game_00_frame_646,0
dataset_1_game_00_frame_647,0
dataset_1_game_00_frame_648,0
dataset_1_game_00_frame_649,0
dataset_1_game_00_frame_650,0
dataset_1_game_00_frame_651,0
dataset_1_game_00_frame_652,0
dataset_1_game_00_frame_653,0
dataset_1_game_00_frame_654,0
dataset_1_game_00_frame_655,0
dataset_1_game_00_frame_656,0
dataset_1_game_00_frame_657,0
dataset_1_game_00_frame_658,0
dataset_1_game_00_frame_659,0
dataset_1_game_00_frame_660,0
dataset_1_game_00_frame_661,0
dataset_1_game_00_frame_662,0
dataset_1_game_00_frame_663,0
dataset_1_game_00_frame_664,0
dataset_1_game_00_frame_665,0
dataset_1_game_00_frame_666,0
dataset_1_game_00_frame_667,0
dataset_1_game_00_frame_668,0
dataset_1_game_00_frame_669,0
dataset_1_game_00_frame_670,0
dataset_1_game_00_frame_671,0
dataset_1_game_00_frame_672,0
dataset_1_game_00_frame_673,0
dataset_1_game_00_frame_674,0
dataset_1_game_00_frame_675,0
dataset_1_game_00_frame_676,0
dataset_1_game_00_frame_677,0
dataset_1_game_00_frame_678,0
dataset_1_game_00_frame_679,0
dataset_1_game_00_frame_680,0
dataset_1_game_00_frame_681,0
dataset_1_game_00_frame_682,0
dataset_1_game_00_frame_683,0
dataset_1_game_00_frame_684,0
dataset_1_game_00_frame_685,0
dataset_1_game_00_frame_686,0
dataset_1_game_00_frame_687,0
dataset_1_game_00_frame_688,0
dataset_1_game_00_frame_689,0
dataset_1_game_00_frame_690,0
dataset_1_game_00_frame_691,0
dataset_1_game_00_frame_692,0
dataset_1_game_00_frame_693,0
dataset_1_game_00_frame_694,0
dataset_1_game_00_frame_695,0
dataset_1_game_00_frame_696,0
dataset_1_game_00_frame_697,0
dataset_1_game_00_frame_698,0
dataset_1_game_00_frame_699,0
dataset_1_game_00_frame_700,0
dataset_1_game_00_frame_701,0
dataset_1_game_00_frame_702,0
dataset_1_game_00_frame_703,0
dataset_1_game_00_frame_704,0
dataset_1_game_00_frame_705,0
dataset_1_game_00_frame_706,0
dataset_1_game_00_frame_707,0
dataset_1_game_00_frame_708,0
dataset_1_game_00_frame_709,0
dataset_1_game_00_frame_710,0
dataset_1_game_00_frame_711,0
dataset_1_game_00_frame_712,0
dataset_1_game_00_frame_713,0
dataset_1_game_00_frame_714,0
dataset_1_game_00_frame_715,0
dataset_1_game_00_frame_716,0
dataset_1_game_00_frame_717,0
dataset_1_game_00_frame_718,0
dataset_1_game_00_frame_719,0
dataset_1_game_00_frame_720,0
dataset_1_game_00_frame_721,0
dataset_1_game_00_frame_722,0
dataset_1_game_00_frame_723,0
dataset_1_game_00_frame_724,1
dataset_1_game_00_frame_725,1
dataset_1_game_00_frame_726,1
dataset_1_game_00_frame_727,1
dataset_1_game_00_frame_728,1
dataset_1_game_00_frame_729,1
dataset_1_game_00_frame_730,1
dataset_1_game_00_frame_731,1
dataset_1_game_00_frame_732,1
dataset_1_game_00_frame_733,1
dataset_1_game_00_frame_734,1
dataset_1_game_00_frame_735,1
dataset_1_game_00_frame_736,1
dataset_1_game_00_frame_737,1
dataset_1_game_00_frame_738,1
dataset_1_game_00_frame_739,1
dataset_1_game_00_frame_740,1
dataset_1_game_00_frame_741,1
dataset_1_game_00_frame_742,4
dataset_1_game_00_frame_743,4
dataset_1_game_00_frame_744,4
dataset_1_game_00_frame_745,4
dataset_1_game_00_frame_746,4
dataset_1_game_00_frame_747,4
dataset_1_game_00_frame_748,4
dataset_1_game_00_frame_749,3
dataset_1_game_00_frame_750,3
dataset_1_game_00_frame_751,3
dataset_1_game_00_frame_752,3
dataset_1_game_00_frame_753,3
dataset_1_game_00_frame_754,3
dataset_1_game_00_frame_755,3
dataset_1_game_00_frame_756,3
dataset_1_game_00_frame_757,3
dataset_1_game_00_frame_758,3
dataset_1_game_00_frame_759,3
dataset_1_game_00_frame_760,3
dataset_1_game_00_frame_761,3
dataset_1_game_00_frame_762,3
dataset_1_game_00_frame_763,3
dataset_1_game_00_frame_764,3
dataset_1_game_00_frame_765,3
dataset_1_game_00_frame_766,3
dataset_1_game_00_frame_767,3
dataset_1_game_00_frame_768,3
dataset_1_game_00_frame_769,3
dataset_1_game_00_frame_770,3
dataset_1_game_00_frame_771,3
dataset_1_game_00_frame_772,3
dataset_1_game_00_frame_773,3
dataset_1_game_00_frame_774,3
dataset_1_game_00_frame_775,3
dataset_1_game_00_frame_776,3
dataset_1_game_00_frame_777,3
dataset_1_game_00_frame_778,3
dataset_1_game_00_frame_779,3
dataset_1_game_00_frame_780,3
dataset_1_game_00_frame_781,3
dataset_1_game_00_frame_782,3
dataset_1_game_00_frame_783,3
dataset_1_game_00_frame_784,3
dataset_1_game_00_frame_785,3
dataset_1_game_00_frame_786,3
dataset_1_game_00_frame_787,3
dataset_1_game_00_frame_788,3
dataset_1_game_00_frame_789,3
dataset_1_game_00_frame_790,3
dataset_1_game_00_frame_791,3
dataset_1_game_00_frame_792,3
dataset_1_game_00_frame_793,3
dataset_1_game_00_frame_794,3
dataset_1_game_00_frame_795,3
dataset_1_game_00_frame_796,3
dataset_1_game_00_frame_797,3
dataset_1_game_00_frame_798,3
dataset_1_game_00_frame_799,3
dataset_1_game_00_frame_800,3
dataset_1_game_00_frame_801,3
dataset_1_game_00_frame_802,3
dataset_1_game_00_frame_803,3
dataset_1_game_00_frame_804,3
dataset_1_game_00_frame_805,0
dataset_1_game_00_frame_806,0
dataset_1_game_00_frame_807,0
dataset_1_game_00_frame_808,0
dataset_1_game_00_frame_809,0
dataset_1_game_00_frame_810,0
dataset_1_game_00_frame_811,0
dataset_1_game_00_frame_812,0
dataset_1_game_00_frame_813,0
dataset_1_game_00_frame_814,0
dataset_1_game_00_frame_815,0
dataset_1_game_00_frame_816,0
dataset_1_game_00_frame_817,0
dataset_1_game_00_frame_818,0
dataset_1_game_00_frame_819,3
dataset_1_game_00_frame_820,3
dataset_1_game_00_frame_821,3
dataset_1_game_00_frame_822,3
